title,uploader,episode_day,url,frame_namefile,words,result,clue,explanation,solution
La Ghigliottina - L'EreditÃ  25/05/2024',Rai,25/05/2024,https://www.youtube.com/watch?v=VwauEWgsPrw,25-05-2024.jpg,"BAMBINO,MANDARE,CIBO,VIVO,CALCOLO,18.750","```json
{
  ""clue"": [""bambino"", ""mandare"", ""cibo"", ""vivo"", ""calcolo""],
  ""explanation"": [
    ""la mente del bambino (riferimento al libro Montessori)"",
    ""mandare a mente / imparare a memoria / memorizzare"",
    ""cibo per la mente"",
    ""vivo nella mente / un ricordo ancora vivo nella mente"",
    ""calcolo a mente""
  ],
  ""solution"": ""mente""
}
```","['bambino', 'mandare', 'cibo', 'vivo', 'calcolo']","['la mente del bambino (riferimento al libro Montessori)', 'mandare a mente / imparare a memoria / memorizzare', 'cibo per la mente', 'vivo nella mente / un ricordo ancora vivo nella mente', 'calcolo a mente']",MENTE
La Ghigliottina - L'EreditÃ  24/05/2024',Rai,24/05/2024,https://www.youtube.com/watch?v=sO_vsf4zgnc,24-05-2024.jpg,"GUARDARE,PRINCIPALE,CENTRO,PERSONALE,OGGETTO,42.500","```json
{
  ""clue"": [""GUARDare"", ""PRINCIPALE"", ""CENTRO"", ""PERSONALE"", ""OGGETTO""],
  ""explanation"": [
    ""Guardare con interesse (invece che con attenzione)"",
    ""L'interesse principale (invece di attenzione principale)"",
    ""Centro di interesse (invece di centro d'attenzione)"",
    ""Interesse personale (invece di attenzione personale)"",
    ""Oggetto di interesse (invece che oggetto d'attenzione)""
  ],
  ""solution"": ""INTERESSE""
}
```","['GUARDare', 'PRINCIPALE', 'CENTRO', 'PERSONALE', 'OGGETTO']","['Guardare con interesse (invece che con attenzione)', ""L'interesse principale (invece di attenzione principale)"", ""Centro di interesse (invece di centro d'attenzione)"", 'Interesse personale (invece di attenzione personale)', ""Oggetto di interesse (invece che oggetto d'attenzione)""]",INTERESSE
La Ghigliottina - L'EreditÃ  23/05/2024',Rai,23/05/2024,https://www.youtube.com/watch?v=RBHxrkjDnRE,23-05-2024.jpg,"PARTITA,MERCATO,MONDO,MACCHINA,VATICANO,180.000","```json
{
  ""clue"": [
    ""PARTITA"",
    ""MERCATO"",
    ""MONDO"",
    ""MACCHINA"",
    ""VATICANO""
  ],
  ""explanation"": [
    ""Capo partita (nel contesto delle cucine)"",
    ""Mercato del Capo (a Palermo)"",
    ""In capo al mondo"",
    ""Capo (gomma/buco nella gomma)"",
    ""Capo Vaticano""
  ],
  ""solution"": ""CAPO""
}
```","['PARTITA', 'MERCATO', 'MONDO', 'MACCHINA', 'VATICANO']","['Capo partita (nel contesto delle cucine)', 'Mercato del Capo (a Palermo)', 'In capo al mondo', 'Capo (gomma/buco nella gomma)', 'Capo Vaticano']",CAPO
La Ghigliottina - L'EreditÃ  22/05/2024',Rai,22/05/2024,https://www.youtube.com/watch?v=Y2HlJTTC1fc,22-05-2024.jpg,"ESSERE,SOTTO,BORSELLO,SOLA,VIOLA,11.250","```json
{
  ""clue"": [
    ""ESSERE"",
    ""SOTTO"",
    ""BORSELLO"",
    ""SOLA"",
    ""VIOLA""
  ],
  ""explanation"": [
    ""Essere in gamba."",
    ""Prendere qualcosa sottogamba / Sotto gamba."",
    ""Borsello da gamba (quelli dei motociclisti)."",
    ""Stare su una gamba sola (come un fenicottero)."",
    ""Viola da gamba (strumento musicale).""
  ],
  ""solution"": ""GAMBA""
}
```","['ESSERE', 'SOTTO', 'BORSELLO', 'SOLA', 'VIOLA']","['Essere in gamba.', 'Prendere qualcosa sottogamba / Sotto gamba.', 'Borsello da gamba (quelli dei motociclisti).', 'Stare su una gamba sola (come un fenicottero).', 'Viola da gamba (strumento musicale).']",GAMBA
La Ghigliottina - L'EreditÃ  21/05/2024',Rai,21/05/2024,https://www.youtube.com/watch?v=OrWhLg5XVL4,21-05-2024.jpg,"FARE,PRIMA,RUBARE,PIEGA,SORPRESA,10.000","```json
{
  ""clue"": [
    ""FARE"",
    ""PRIMA"",
    ""RUBARE"",
    ""PIEGA"",
    ""SORPRESA""
  ],
  ""explanation"": [
    ""Fare la scena (fare scena)"",
    ""Fare la prima mossa"",
    ""Rubare la mossa (nell'ippica)"",
    ""Piega mossa (riferito alla barba o ai capelli)"",
    ""Mossa a sorpresa (mossa inaspettata)""
  ],
  ""solution"": ""MOSSA""
}
```","['FARE', 'PRIMA', 'RUBARE', 'PIEGA', 'SORPRESA']","['Fare la scena (fare scena)', 'Fare la prima mossa', ""Rubare la mossa (nell'ippica)"", 'Piega mossa (riferito alla barba o ai capelli)', 'Mossa a sorpresa (mossa inaspettata)']",MOSSA
La Ghigliottina - L'EreditÃ  20/05/2024',Rai,20/05/2024,https://www.youtube.com/watch?v=I2cJMrDgQII,20-05-2024.jpg,"TESTA,FINE,PRODUZIONE,MODELLO,PILOTA,75.000","```json
{
  ""clue"": [""testa"", ""fine"", ""produzione"", ""modello"", ""pilota""],
  ""explanation"": [
    ""Testa di serie"",
    ""Fine serie"",
    ""Produzione in serie"",
    ""Modello di serie"",
    ""Serie pilota (o episodio pilota)""
  ],
  ""solution"": ""serie""
}
```","['testa', 'fine', 'produzione', 'modello', 'pilota']","['Testa di serie', 'Fine serie', 'Produzione in serie', 'Modello di serie', 'Serie pilota (o episodio pilota)']",SERIE
La Ghigliottina - L'EreditÃ  19/05/2024',Rai,19/05/2024,https://www.youtube.com/watch?v=YVOvivOA6es,19-05-2024.jpg,"ACQUA,VENTO,IMBROGLIONI,PIPISTRELLO,ATTRAVERSAMENTO,23.750","```json
{
  ""clue"": [
    ""ACQUA"",
    ""IMBROGLIONI"",
    ""PIPISTRELLO"",
    ""ATTRAVERSAMENTO"",
    ""VENTO""
  ],
  ""explanation"": [
    ""Manica d'acqua (tubi usati dai vigili del fuoco)."",
    ""Una manica di imbroglioni (gente poco raccomandabile)."",
    ""Manica pipistrello (tipo di manica molto larga)."",
    ""Attraversamento della Manica (il canale della Manica)."",
    ""Manica a vento (indicatore della direzione e forza del vento, presente negli aeroporti).""
  ],
  ""solution"": ""MANICA""
}
```","['ACQUA', 'IMBROGLIONI', 'PIPISTRELLO', 'ATTRAVERSAMENTO', 'VENTO']","[""Manica d'acqua (tubi usati dai vigili del fuoco)."", 'Una manica di imbroglioni (gente poco raccomandabile).', 'Manica pipistrello (tipo di manica molto larga).', 'Attraversamento della Manica (il canale della Manica).', 'Manica a vento (indicatore della direzione e forza del vento, presente negli aeroporti).']",MANICA
La Ghigliottina - L'EreditÃ  18/05/2024',Rai,18/05/2024,https://www.youtube.com/watch?v=BH3auDjA3n0,18-05-2024.jpg,"SALTARE,BELLA,VITA,TENNIS,ORA,40.000","```json
{
  ""clue"": [
    ""saltare"",
    ""bella"",
    ""vita"",
    ""tennis"",
    ""ora""
  ],
  ""explanation"": [
    ""Saltare la lezione (anche se la giocatrice pensava anche a 'coppia scoppia')"",
    ""Una bella lezione (o lezione di vita)"",
    ""Una lezione di vita (o lezione di vita)"",
    ""Lezione di tennis"",
    ""Un'ora di lezione (o lezione)""
  ],
  ""solution"": ""lezione""
}
```","['saltare', 'bella', 'vita', 'tennis', 'ora']","[""Saltare la lezione (anche se la giocatrice pensava anche a 'coppia scoppia')"", 'Una bella lezione (o lezione di vita)', 'Una lezione di vita (o lezione di vita)', 'Lezione di tennis', ""Un'ora di lezione (o lezione)""]",LEZIONE
La Ghigliottina - L'EreditÃ  17/05/2024',Rai,17/05/2024,https://www.youtube.com/watch?v=90ELEZ3PQ6g,17-05-2024.jpg,"VIA,SUPERIORE,GIGANTE,SENSIBILE,LEONE,45.000","```json
{
  ""clue"": [
    ""VIA"",
    ""SUPERIORE"",
    ""GIGANTE"",
    ""SENSIBILE"",
    ""LEONE""
  ],
  ""explanation"": [
    ""Via il pensiero / Via il dolore / Via il dente"",
    ""Dente superiore (arcata superiore)"",
    ""Dente del gigante"",
    ""Dente sensibile"",
    ""Dente di leone""
  ],
  ""solution"": ""DENTE""
}
```","['VIA', 'SUPERIORE', 'GIGANTE', 'SENSIBILE', 'LEONE']","['Via il pensiero / Via il dolore / Via il dente', 'Dente superiore (arcata superiore)', 'Dente del gigante', 'Dente sensibile', 'Dente di leone']",DENTE
La Ghigliottina - L'EreditÃ  16/05/2024',Rai,16/05/2024,https://www.youtube.com/watch?v=NaO0wWAVGqA,16-05-2024.jpg,"COMUNE,VALLE,ROTOLI,RUSTICO,STADIO,21.250","```json
{
  ""clue"": [""COMUNE"", ""VALLE"", ""ROTOLI"", ""RUSTICO"", ""STADIO""],
  ""explanation"": [
  ""Comune: Prato è un comune, la città di Prato in Toscana."",
  ""Valle: Prato della Valle è una piazza enorme principale di Padova."",
  ""Rotoli: Il prato si può vendere a rotoli (es. prato artificiale)."",
  ""Rustico: Il prato rustico è un prato fatto con erba naturale, più facile da curare rispetto al prato inglese."",
  ""Stadio: Biglietto Parter, ovvero biglietto per il Prato (all'interno dello stadio).""
  ],
  ""solution"": ""Prato""
}
```","['COMUNE', 'VALLE', 'ROTOLI', 'RUSTICO', 'STADIO']","['Comune: Prato è un comune, la città di Prato in Toscana.', 'Valle: Prato della Valle è una piazza enorme principale di Padova.', 'Rotoli: Il prato si può vendere a rotoli (es. prato artificiale).', 'Rustico: Il prato rustico è un prato fatto con erba naturale, più facile da curare rispetto al prato inglese.', ""Stadio: Biglietto Parter, ovvero biglietto per il Prato (all'interno dello stadio).""]",PRATO
La Ghigliottina - L'EreditÃ  15/05/2024',Rai,15/05/2024,https://www.youtube.com/watch?v=ltcGTtjtLX4,15-05-2024.jpg,"TUTTO,NIENTE,MONDO,DISPOSIZIONE,SCOMPARE,20.000","```json
{
  ""clue"": [""TUTTO"", ""NIENTE"", ""MONDO"", ""DISPOSIZIONE"", ""SCOMPARE""],
  ""explanation"": [
    ""Tutto il resto (incluso nel discorso su 'tutto e niente', ma il conduttore lega a 'tutto il resto' come parte di ciò che rimane, anche se non è il legame principale dato dal conduttore, che menziona 'tutto il resto scompare' in un altro contesto)"",
    ""Il resto di niente (titolo di un libro di Enzo Striano menzionato dal conduttore)"",
    ""Il resto del mondo (espressione usata per indicare paesi stranieri, ad esempio nelle partite di calcio All Star contro il resto del mondo)"",
    ""Resto a disposizione (espressione comune alla chiusura di lettere o email per manifestare disponibilità)"",
    ""Musica e il resto scompare (riferimento a una canzone citata dal giocatore, che il conduttore conferma essere un legame)""
  ],
  ""solution"": ""RESTO""
}
```","['TUTTO', 'NIENTE', 'MONDO', 'DISPOSIZIONE', 'SCOMPARE']","[""Tutto il resto (incluso nel discorso su 'tutto e niente', ma il conduttore lega a 'tutto il resto' come parte di ciò che rimane, anche se non è il legame principale dato dal conduttore, che menziona 'tutto il resto scompare' in un altro contesto)"", 'Il resto di niente (titolo di un libro di Enzo Striano menzionato dal conduttore)', 'Il resto del mondo (espressione usata per indicare paesi stranieri, ad esempio nelle partite di calcio All Star contro il resto del mondo)', 'Resto a disposizione (espressione comune alla chiusura di lettere o email per manifestare disponibilità)', 'Musica e il resto scompare (riferimento a una canzone citata dal giocatore, che il conduttore conferma essere un legame)']",RESTO
La Ghigliottina - L'EreditÃ  14/05/2024',Rai,14/05/2024,https://www.youtube.com/watch?v=uhYYb75HqQg,14-05-2024.jpg,"GENERALE,CALCIO,INQUADRATURA,NUMERO,TEATRO,21.250","```json
{
  ""clue"": [
    ""GENERALE"",
    ""CALCIO"",
    ""INQUADRATURA"",
    ""NUMERO"",
    ""TEATRO""
  ],
  ""explanation"": [
    ""Totale generale: tutti i valori danno un totale generale."",
    ""Calcio totale: è il calcio mitico dell'Olanda di Cruijff, il calcio totale."",
    ""Inquadratura totale: un'inquadratura che si vede tutta, una panoramica di tutta la scena."",
    ""Numero totale: il numero totale degli ospiti o degli invitati."",
    ""Teatro totale: un teatro che ingloba tutte le arti, dove non bisogna semplicemente recitare ma si può cantare, sculture, pittura, ecc.""
  ],
  ""solution"": ""TOTALE""
}
```","['GENERALE', 'CALCIO', 'INQUADRATURA', 'NUMERO', 'TEATRO']","['Totale generale: tutti i valori danno un totale generale.', ""Calcio totale: è il calcio mitico dell'Olanda di Cruijff, il calcio totale."", ""Inquadratura totale: un'inquadratura che si vede tutta, una panoramica di tutta la scena."", 'Numero totale: il numero totale degli ospiti o degli invitati.', 'Teatro totale: un teatro che ingloba tutte le arti, dove non bisogna semplicemente recitare ma si può cantare, sculture, pittura, ecc.']",TOTALE
La Ghigliottina - L'EreditÃ  13/05/2024',Rai,13/05/2024,https://www.youtube.com/watch?v=4MRz6hnJu78,13-05-2024.jpg,"PAPA,LANCIO,FORTE,CIOCCOLATO,CORSO,90.000","```json
{
  ""clue"": [
    ""PAPA"",
    ""LANCIO"",
    ""FORTE"",
    ""CIOCCOLATO"",
    ""CORSO""
  ],
  ""explanation"": [
    ""La moneta del Papa è una pianta erbacea, nota anche come erba moneta."",
    ""Lancio della monetina (per decidere testa o croce) o lancio della moneta per stabilire chi calcia per primo in una partita."",
    ""Moneta forte, una valuta stabile anche con l'inflazione (es. il dollaro)."",
    ""Moneta in corso di validità (la moneta che circola in questo momento, come l'Euro)."",
    ""Moneta in corso (la moneta che circola, implicito nel concetto di moneta in corso).""
  ],
  ""solution"": ""MONETA""
}
```","['PAPA', 'LANCIO', 'FORTE', 'CIOCCOLATO', 'CORSO']","['La moneta del Papa è una pianta erbacea, nota anche come erba moneta.', 'Lancio della monetina (per decidere testa o croce) o lancio della moneta per stabilire chi calcia per primo in una partita.', ""Moneta forte, una valuta stabile anche con l'inflazione (es. il dollaro)."", ""Moneta in corso di validità (la moneta che circola in questo momento, come l'Euro)."", 'Moneta in corso (la moneta che circola, implicito nel concetto di moneta in corso).']",MONETA
La Ghigliottina - L'EreditÃ  12/05/2024',Rai,12/05/2024,https://www.youtube.com/watch?v=-ZL_gqzrG1s,12-05-2024.jpg,"ANDARE,CASA,CAMPO,GRUPPO,LIBERA,47.500","```json
{
  ""clue"": [
    ""ANDARE"",
    ""CASA"",
    ""CAMPO"",
    ""GRUPPO"",
    ""LIBERA""
  ],
  ""explanation"": [
    ""Andare alla ricerca (di Nemo)"",
    ""Ricerca di casa"",
    ""Ricerca sul campo"",
    ""Ricerca di gruppo"",
    ""Ricerca libera (attraverso un motore di ricerca senza criteri impostati)""
  ],
  ""solution"": ""RICERCA""
}
```","['ANDARE', 'CASA', 'CAMPO', 'GRUPPO', 'LIBERA']","['Andare alla ricerca (di Nemo)', 'Ricerca di casa', 'Ricerca sul campo', 'Ricerca di gruppo', 'Ricerca libera (attraverso un motore di ricerca senza criteri impostati)']",RICERCA
La Ghigliottina - L'EreditÃ  11/05/2024',Rai,11/05/2024,https://www.youtube.com/watch?v=m5K-GHf0XoI,11-05-2024.jpg,"INGRESSO,MONTAGNA,AUDIO,CODICE,SOLE,42.500","```json
{
  ""clue"": [
    ""INGRESSO"",
    ""MONTAGNA"",
    ""AUDIO"",
    ""CODICE"",
    ""SOLE""
  ],
  ""explanation"": [
    ""L'ingresso è anche un'uscita (in un locale, cinema, ecc.)."",
    ""Uscita in montagna (escursione), sorgente d'acqua in montagna."",
    ""Uscita audio di un dispositivo, o sorgente audio da dove arriva il suono (ingresso)."",
    ""Codice di uscita, codice sorgente di un programma."",
    ""Il sole è una sorgente luminosa, come il sole nascente (riferimento al sorgente).""
  ],
  ""solution"": ""SORGENTE""
}
```","['INGRESSO', 'MONTAGNA', 'AUDIO', 'CODICE', 'SOLE']","[""L'ingresso è anche un'uscita (in un locale, cinema, ecc.)."", ""Uscita in montagna (escursione), sorgente d'acqua in montagna."", 'Uscita audio di un dispositivo, o sorgente audio da dove arriva il suono (ingresso).', 'Codice di uscita, codice sorgente di un programma.', 'Il sole è una sorgente luminosa, come il sole nascente (riferimento al sorgente).']",SORGENTE
La Ghigliottina - L'EreditÃ  10/05/2024',Rai,10/05/2024,https://www.youtube.com/watch?v=kInki2QwP-w,10-05-2024.jpg,"MATITA,CORPO,FESTA,LATINA,ROMPERE,37.500","```json
{
  ""clue"": [""matita"", ""corpo"", ""festa"", ""latina"", ""rompere""],
  ""explanation"": [
  ""La mina della matita e l'anima, cioè la parte interna (anche se non immediato)"",
  ""Mettere anima e corpo, cioè metterci tutti se stessi/tutti i sentimenti oltre che con il corpo"",
  ""L'anima della festa (party animal in inglese)"",
  ""Animal Latina, una canzone di Battisti"",
  ""Non vi rompere l'anima""
  ],
  ""solution"": ""anima""
}
```","['matita', 'corpo', 'festa', 'latina', 'rompere']","[""La mina della matita e l'anima, cioè la parte interna (anche se non immediato)"", 'Mettere anima e corpo, cioè metterci tutti se stessi/tutti i sentimenti oltre che con il corpo', ""L'anima della festa (party animal in inglese)"", 'Animal Latina, una canzone di Battisti', ""Non vi rompere l'anima""]",ANIMA
La Ghigliottina - L'EreditÃ  09/05/2024',Rai,09/05/2024,https://www.youtube.com/watch?v=-auHHsp45Zk,09-05-2024.jpg,"TEATRO,PIOGGIA,ZONA,CAMBIO,DOPPIO ZERO,42.500","```json
{
  ""clue"": [""TEATRO"", ""PIOGGIA"", ""ZONA"", ""CAMBIO"", ""DOPPIO ZERO""],
  ""explanation"": [
    ""agente di teatro (l'impresario che rappresenta gli attori)"",
    ""agente atmosferico (la pioggia è un agente atmosferico)"",
    ""agente di zona (ogni agente ha la propria zona)"",
    ""agente di cambio (riguarda la finanza o professione)"",
    ""agenti con licenza di uccidere (come 007, si riferisce al cinema Doppio Zero)""
  ],
  ""solution"": ""AGENTE""
}
```","['TEATRO', 'PIOGGIA', 'ZONA', 'CAMBIO', 'DOPPIO ZERO']","[""agente di teatro (l'impresario che rappresenta gli attori)"", 'agente atmosferico (la pioggia è un agente atmosferico)', 'agente di zona (ogni agente ha la propria zona)', 'agente di cambio (riguarda la finanza o professione)', 'agenti con licenza di uccidere (come 007, si riferisce al cinema Doppio Zero)']",AGENTE
La Ghigliottina - L'EreditÃ  08/05/2024',Rai,08/05/2024,https://www.youtube.com/watch?v=ROsy41uQnBE,08-05-2024.jpg,"TENERE,SCARPE,PEDALE,CERCHIO,PONTE,47.500","```json
{
  ""clue"": [
    ""TENERE"",
    ""SCARPE"",
    ""PEDALE"",
    ""CERCHIO"",
    ""PONTE""
  ],
  ""explanation"": [
    ""Ti sto tenendo sulla corda"",
    ""Scarpe di corda (estive)"",
    ""Pedale del pianoforte ha una corda"",
    ""La corda del cerchio (geometria, da un punto all'altro della circonferenza)"",
    ""Ponte fatto di corda""
  ],
  ""solution"": ""CORDA""
}
```","['TENERE', 'SCARPE', 'PEDALE', 'CERCHIO', 'PONTE']","['Ti sto tenendo sulla corda', 'Scarpe di corda (estive)', 'Pedale del pianoforte ha una corda', ""La corda del cerchio (geometria, da un punto all'altro della circonferenza)"", 'Ponte fatto di corda']",CORDA
La Ghigliottina - L'EreditÃ  08/05/2024',Rai,08/05/2024,https://www.youtube.com/watch?v=P1q9PBBuuQY,08-05-2024.jpg,"TENERE,SCARPE,PEDALE,CERCHIO,PONTE,47.500","```json
{
  ""clue"": [
    ""TENERE"",
    ""SCARPE"",
    ""PEDALE"",
    ""CERCHIO"",
    ""PONTE""
  ],
  ""explanation"": [
    ""Ti sto tenendo sulla corda (non sulle spine)"",
    ""Scarpe di corda (quelle estive)"",
    ""Pedale ha una corda (quello del pianoforte)"",
    ""La corda del cerchio (reminescenze scolastiche da un punto all'altro della circonferenza)"",
    ""Ponte di corda""
  ],
  ""solution"": ""CORDA""
}
```","['TENERE', 'SCARPE', 'PEDALE', 'CERCHIO', 'PONTE']","['Ti sto tenendo sulla corda (non sulle spine)', 'Scarpe di corda (quelle estive)', 'Pedale ha una corda (quello del pianoforte)', ""La corda del cerchio (reminescenze scolastiche da un punto all'altro della circonferenza)"", 'Ponte di corda']",CORDA
